,name,company,desc,image,link,provider,subjects
189,Software Engineer,Wake Forest University,"<p>Summary:</p>

<p>The Software Engineer is responsible for development of customizations of the Blackbaud eCRM fundraising system, with increasing opportunities in the mobile and Web space.  This position will work both independently and in a team setting, generating innovative solutions using all technical tools available with an opportunity to recommend additional tools.  This position will focus on writing and testing high-quality code to meet requirements of functional users; documenting and remediating issues; and development of labor estimation/timelines. </p>

<p>The chosen candidate will have the opportunity to gain expertise with the following technologies: Blackbaud Enterprise CRM SDK, SQL/T-SQL, Angular, APIs, mobile app development, VB.NET, ASP.NET, UI/UX, information system interfaces, business intelligence, data mining and “big data”, data visualization, and web services.</p>

<p>Essential Functions:</p>

<p>Designs, develops, tests, debugs, and maintains custom code.
Translates detailed and complicated technical ideas into understandable, durable documents; ensures compliance with documentation standards.
Performs robust testing with reasonable business cases, considers fringe cases, and discusses unit testing plans with functional users.
Participates in the selection of programming approach, tools, and techniques to best meet business requirements.
Collaborates in the creation and review of detailed project estimates and work plans.
Participates in code reviews and ensure quality standards are achieved for changes, enhancements, standards compliance, and systems interoperability.
Required Education, Knowledge, Skills, Abilities:</p>

<p>Bachelor’s degree in Computer Science or a related discipline, or equivalent work experience.
Significant (four or more years) experience with SQL, preferably with SQL Server.
Excellent communication skills, both verbal and written.
Strong interpersonal skills.
Demonstrated ability to handle multiple tasks in a fast-paced, dynamic environment.
Ability to work successfully in teams or individually.
Ability to learn, understand, and apply new technologies.
Exceptional analytical, problem solving, and time management
Experience collecting requirements and documenting code.
Ability to guide, mentor, and enforce coding/design standards with other developers.
Capability to produce and execute upon quality test plans for QA, as well as high level test plans for users performing UAT.
Preferred Education, Knowledge, Skills, Abilities:</p>

<p>Experience with CRM systems.
Experience (two or more years) with VB.NET or C#.
Experience (two or more years) with Javascript.
Knowledge of API/Web service integration.
Experience developing under an agile/RAD development cycle.
Knowledge of SQL optimization.
Data Modeling.
Experience with Object Oriented Programming.
Accountabilities:</p>

<p>Responsible for own work.
Note: This position profile identifies the key responsibilities and expectations for performance. It cannot encompass all specific job tasks that an employee may be required to perform. Employees are required to follow any other job-related instructions and perform job-related duties as may be reasonably assigned by his/her supervisor.</p>

<p>In order to provide a safe and productive learning and living community, Wake Forest University conducts background investigations and drug screens for all final staff candidates being considered for employment.</p>

<p>Wake Forest seeks to recruit and retain a diverse workforce, and encourages qualified candidates across all group demographics to apply.</p>",http://github-jobs.s3.amazonaws.com/e533046c-166c-11e8-99ce-b661d9fb2c09.png,http://jobs.github.com/positions/e7a6edbc-166c-11e8-82a3-61c645db45bc,Github Jobs,"Computer Programming, Computer Science, Web Development, Data & Analytics, Mobile Apps, Project Management, Software Testing, Development Tools, Communications, Web Design, Software Engineering, User Experience, Management, Productivity, Design Tools, Production, Analytics & Automation, Other Programming, Instructional Design"
190,Customer Service Officer ,The Lincoln HR Agensy Ltd,"<p>Desired experience for the role:</p>

<pre><code>Administration experience of 2 or more years (government environment preferred)
Reception and switchboard experience
Ability to liaise with multiple stakeholders, Casework Specialists, Psychologists, Legal Officers and Court Liaison Officers
Facility management and monitoring stationary supplies
Issue and retrieval of site access cards
Records and file management of confidential hard copy and soft copy files
File creation, maintenance and tracking and location of sensitive files
Motor fleet administration, booking system and maintenance
Administration of new employee information
Generating reports and drafting correspondence
Input of purchase orders, receipt and banking, financial reporting 
</code></pre>

<p>Key skills for the role:</p>

<pre><code>Strong administration skills
Intermediate MS Office, Word and Excel, SAP
Exceptional interpersonal and communication skills
Ability to prioritise and multi-task
Demonstrated knowledge of working within government policies, procedures and guidelines
</code></pre>

<p>Salary: $35.80 - $36.8 p.h</p>",,http://jobs.github.com/positions/ea221272-26c7-11e8-9396-76eee9674211,Github Jobs,"Communications, Management, SAP"
191,Software Engineer - Terraform Core,HashiCorp,"<p><a href=""https://www.hashicorp.com"">HashiCorp</a> builds devops tools for modern applications. We build open source tools, and enterprise products on top of them. The HashiCorp suite empowers organizations to provision hybrid cloud infrastructure, secure secrets across distributed applications, and run dynamic resources.</p>

<p>At HashiCorp, we value top-notch collaboration and communication skills, both among internal teams and in how we interact with our users. We take care to balance and be responsive to the needs of our open source community as well as our enterprise level customers.</p>

<p><strong>Engineering at HashiCorp is largely a remote team.</strong> While prior experience working remotely isn't required, we are looking for team members who perform well given a high level of independence and autonomy.</p>

<p>HashiCorp Terraform is an open source project that enables you to safely and predictably create, change, and improve production infrastructure via the CLI. It codifies APIs into declarative configuration files that can be shared amongst team members, treated as code, edited, reviewed, and versioned.</p>

<p>We want you to contribute to the design, development, and maintenance of Terraform Core, which includes Terraform's graph-based execution engine along with its configuration language, its command line interface, and its plugin protocols. These are the generic behaviors that apply regardless of which provider is in use.</p>

<p><strong>In this role, you can expect to:</strong></p>

<ul>
<li>Work on issues and improvements for Terraform Core that are critical to the success of HashiCorp customers and the broader community</li>
<li>Help support open source contributors, new and seasoned, with supportive and constructive code review, documentation improvements, and workflow changes</li>
<li>Help craft sometimes-conflicting requirements into a cohesive product by making design tradeoffs and employing pragmatism</li>
</ul><p><strong>You may be a good fit for our team if some of the following apply to you:</strong></p>

<ul>
<li>You have experience in a lower-level language like Go</li>
<li>You have experience with customer support or open source community support to help interface with the Terraform community</li>
<li>You are familiar and comfortable with common data structures and algorithms</li>
<li>You are familiar with infrastructure management concepts and ecosystem</li>
<li>You have experience using Terraform</li>
<li>While we strive to hire at a variety of experience levels, this particular opening is not well-suited for recent graduates</li>
<li>In your cover letter, please describe why you're enthusiastic about working at HashiCorp, and on the Terraform team in particular.</li>
</ul><p>At HashiCorp, we are committed to hiring and cultivating a diverse team. If you are on the fence about whether you would be successful working with us, <a href=""https://www.hashicorp.com/jobs/1004415"">please apply anyway</a>!</p>",http://github-jobs.s3.amazonaws.com/de8b93b0-174b-11e8-9d64-b3557033f39f.png,http://jobs.github.com/positions/ea325988-174b-11e8-9b8f-0df258045580,Github Jobs,"Data & Analytics, Project Management, Development Tools, Communications, Software Engineering, User Experience, Management, Productivity, Design Tools, Production, Fitness"
192,Junior Web-Entwickler (m/w) in Vollzeit,wilde van rhee GmbH,"<p>wilde van rhee steht für Branding und E-Commerce aus Leidenschaft. Seit über 10 Jahren setzen wir die Wünsche und Ziele unserer Kunden in die Realität um. Seit unserer Gründung durften wir für über 150 Unternehmen arbeiten, viele davon sind seit Jahren treue Kunden.</p>

<p><strong>Deine Aufgaben</strong></p>

<p>Als Teil von wilde van rhee entwickelst du innovative Webseiten mit WordPress und realisierst konversionsstarke E-Commerce-Lösungen mit Shopware und Magento. Außerdem betreust und optimierst du herausfordernde Bestandskunden-Projekte.</p>

<p><strong>Was wir erwarten</strong></p>

<ul>
<li>Programmieren ist Deine Leidenschaft</li>
<li>Ausbildung, Studium oder Quereinstieg, alles ist möglich</li>
<li>Erfahrung mit PHP, HTML5, Ajax, JavaScript, jQuery, CSS3, und MySQL</li>
<li>Idealerweise erste Erfahrung mit Shopsystemen und CMS-Lösungen</li>
<li>Du bringst eine große Portion technische Neugier und ein gutes Verständnis für komplexe Zusammenhänge mit</li>
</ul><p><strong>Was dich erwartet</strong></p>

<ul>
<li>Eine eingespielte und schlagkräftige Truppe, plus vierbeiniges Unterhaltungsprogramm</li>
<li>Gut angebundener und moderner Arbeitsplatz</li>
<li>Schulungen, Fachmesse oder Konferenzen, der Schreibtisch muss auch mal verlassen werden</li>
<li>Work hard, play hard – Für die Pausen zwischendurch stehen Xbox und Kicker bereit</li>
</ul><p><strong>So bewirbst du dich</strong></p>

<p>Bitte schick uns deine Bewerbung in digitaler Form, unter Angabe deiner Gehaltsvorstellung und deinem möglichen Eintrittstermin an Alexander Boros: <a href=""mailto:bewerbung@wildevanrhee.de"">bewerbung@wildevanrhee.de</a></p>",http://github-jobs.s3.amazonaws.com/8291580c-2127-11e8-9e07-04dbb229a65e.jpg,http://jobs.github.com/positions/ea3346f0-2127-11e8-919b-7de09ced390f,Github Jobs,"Branding, E-Commerce"
193,Back-end Developer - Barcelona,Workshare,"<p>At Workshare, we are looking for a great back-end developer who is proficient with Ruby to join our development team in Barcelona.</p>

<p>We are in the process of rebuilding parts of our infrastructure, our product Transact helps Law firms around the world manage complex multi-party transactions. This secure web application makes users more productive in a world were long complex documents and the detail within them flow and change over time. We make a difference in their world as we deliver software using Agile techniques, modern frameworks, TDD and Continuous Delivery. We want a process where we write code and tests, review the pull request and ship it to production, and do this many times a day!</p>

<p>In our culture, we encourage and care about learning new things, the quality of our code, good practices and software design.</p>

<p><strong>You will be</strong></p>

<ul>
<li>Developing new and maintaining features using Ruby or Elixir</li>
<li>Building reusable components and libraries</li>
<li>Translating designs into high-quality code</li>
<li>Writing unit test for your code</li>
<li>As you grow, mentoring other developers</li>
</ul><p><strong>You have</strong></p>

<ul>
<li>Strong proficiency in Ruby and object-oriented concepts</li>
<li>Follow best practices like TDD, single responsibility principle, etc.</li>
<li>Familiarity building and consuming RESTful APIs</li>
<li>Knowledge of modern authorization mechanisms</li>
<li>Familiarity with modern build pipelines and tools</li>
<li>Ability to understand business requirements and translate them into technical requirements</li>
<li>Familiarity with code versioning in Git</li>
<li>Any front-end skills in React.js or Backbone.js will be a plus</li>
<li>Any back-end skills in either .Net or Java will be a plus</li>
</ul><p><strong>Benefits</strong></p>

<ul>
<li>Tribes and squads model</li>
<li>Actively building and practicing Continuous Delivery</li>
<li>Modern software development technologies like React, Elixir and Node</li>
<li>Work from home once a week if practical</li>
<li>25 days’ holiday per year (plus 14 days’ bank holiday)</li>
<li>Free tea, coffee and treats throughout the week</li>
<li>Office with roof terrace ideally situated in the centre of Barcelona</li>
</ul>",http://github-jobs.s3.amazonaws.com/e115978c-188d-11e8-8544-1d19ef822a19.png,http://jobs.github.com/positions/eb8e1752-188d-11e8-89b5-6685657a9724,Github Jobs,"Web Development, Home Business, Software Testing, Development Tools, Web Design, Management, Productivity, Design Tools, Production"
194,DevOps engineer at intersection of information security and cryptocurrency,Chorus One,"<h2>Job description</h2>

<p><a href=""https://chorus.one/"">Chorus One</a> builds and operates infrastructure for emerging cryptocurrency and blockchain networks. Our products will help token holders make returns and shape the evolution of decentralized cryptocurrency networks.</p>

<p>The first product is a validator for the Proof-of-Stake <a href=""https://cosmos.network/"">Cosmos network</a>. In the medium term, we will operate nodes and run infrastructure on various other cryptocurrency networks.</p>

<p>We are hiring a full-time DevOps engineer to implement and maintain production infrastructure.. This position is a unique opportunity to work with a very experienced team on cutting-edge blockchain networks and information security.</p>

<h3>Responsibilities:</h3>

<ul>
<li>Design, implement and maintain production systems for cryptocurrency validators. Systems are expected to incorporate signing servers, test networks, validating servers, relaying nodes, key security solutions, monitoring tools and administration tools.</li>
<li>Implement security policies to ensure that production systems are hardened against external attack.</li>
<li>Develop a continuous integration and testing pipeline to automatically test and upgrade code bases powering test networks and production validators.</li>
<li>Setup and operate a Kubernetes and/or Docker Swarm cluster on production and test networks.</li>
<li>Harden Linux hosts via HIDS policies (e.g., apparmor, SELinux).</li>
</ul><h3>The ideal candidate:</h3>

<ol>
<li>Is able to work independently</li>
<li>Has prior work experience in a medium sized company or as a DevOps lead in a startup</li>
<li>Knowledge of AWS, continuous integration and automated deployment</li>
<li>Good knowledge of security as it relates to cloud based infrastructure</li>
<li>Experience using automated monitoring tools</li>
<li>Experience scaling containers both horizontally and vertically.</li>
<li>Experience working with firewalls, intrusion prevention and intrusion detection systems</li>
<li>Bachelor’s or advanced degree in computer science is a plus,but not strictly needed.</li>
</ol><h3>We offer:</h3>

<ul>
<li>Competitive salary (70k-110k per year) + equity.</li>
<li>5 weeks annual leave.</li>
<li>Full-time position.</li>
<li>Location: Remote, Los Angeles or Berlin.</li>
<li>Work on cool technology and interesting problems at the intersection of finance, cryptocurrency, information security and blockchain networks.</li>
</ul>",http://github-jobs.s3.amazonaws.com/a72a0c76-224a-11e8-85c2-d62275ca4d68.jpg,http://jobs.github.com/positions/eb9213a4-224a-11e8-85b5-d4f690b54121,Github Jobs,"Computer Science, Operating Systems, Finance, Network & Security, Development Tools, Productivity, Design Tools, Production, Operations"
195,"Sr. Scientist, News",Apple Inc.,"<p>DESCRIPTION: Changing the world is all in a day's work at Apple. If you love innovation, here's your chance to make a career of it. You'll work hard. But the job comes with more than a few perks.</p>

<p>Imagine what you could do here. At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish.</p>

<p>The News team at Apple is looking for smart, creative scientists and algorithm design experts to build a new generation of applications. You will contribute to applications and services including News on iOS that transform data into elegant products that delight, connect, and inspire users every day.
 </p>

<p>Key Qualifications:</p>

<ul>
<li>Strong software development practices</li>
<li>Strong Java experience</li>
<li>Strong background in Algorithms and Machine Learning</li>
<li>Strong background in Deep Learning, Information Retrieval, or NLP</li>
<li>Experience with Scala or Clojure is a plus</li>
<li>Experience with Weka or scikit-learn is a plus</li>
<li>Experience with text-related tasks such as named entity labeling, topic classification, clustering, and indexing</li>
<li>Experience processing large-scale data sets using Mesos, Spark, or Hadoop</li>
</ul><p>Description:
We're looking for smart and original engineers and scientists with a deep background in computer science, especially machine learning, information retrieval, and scalable distributed computing. Your passion for leading edge technologies will be critical to your project and a key component to our team of world class engineers and designers who are driven to create the next big thing.</p>

<p>Join us to enhance the lives of millions of users. You will:</p>

<p>Design and implement production algorithms that process text and other data, and make the impossible possible
Prototype ideas and fail quickly
Communicate advances and ideas to a focused team
Develop innovative tools and metrics that change the way we look at problems
Join a thriving Machine Learning community at Apple ( <a href=""https://machinelearning.apple.com"">https://machinelearning.apple.com</a>)</p>

<p>Education:
Ph.D. in computer science, mathematics, or related discipline.</p>

<p>Apple is an Equal Opportunity Employer that is committed to inclusion and diversity. We also take affirmative action to offer employment and advancement opportunities to all applicants, including minorities, women, protected veterans, and individuals with disabilities. Apple will not discriminate or retaliate against applicants who inquire about, disclose, or discuss their compensation or that of other applicants.</p>

<p>REQUISITION NUMBER: 113479648
COMPANY NAME: Apple Inc.</p>",http://github-jobs.s3.amazonaws.com/e6dfceda-11ad-11e8-8a63-51a9f46cf61f.jpeg,http://jobs.github.com/positions/ebaab60a-11ad-11e8-996b-290e5cca37ca,Github Jobs,"Computer Science, Data & Analytics, Development Tools, Communications, Software Engineering, User Experience, Creativity, Productivity, Career Development, Design Tools, Production, Apple"
196,UI Developer Front End (AngularJS),Vlocity,"<p>Company Description</p>

<p>Vlocity is a fast-growing enterprise applications company focused on bringing industry-specific business processes to the cloud. With 300 employees around the world and customers on six continents, Vlocity has been the fastest-growing independent software vendor on the Salesforce platform for two years running. Vlocity is currently shipping version 15 of its application suite, and has raised over $100MM in capital from investors including Salesforce.com, Accenture and Sutter Hill Ventures.</p>

<p>Vlocity develops software to help communications, media &amp; energy providers, insurance carriers and government agencies digitally engage customers through their channels and devices of choice. We serve dozens of the world’s Fortune 5000 companies including Sky Italia, Telecom Italia, TELUS, 3, Telecom Argentina, Cellcom, New York Life, Farmers Insurance, Harvard Pilgrim, and Anthem. Our solutions run on our customers’ web sites, in their contact centers and on the mobile devices of their service and sales professionals – providing a compelling, modern, omnichannel experience. Despite the complexity and sophistication of the enterprise business processes we enable, we believe the user experience should be as simple and compelling as a consumer application.</p>

<p>Job Description</p>

<p>Vlocity Inc is picking up speed and looking to expand its Customer Success team by hiring talented and enthusiastic UI Developers.</p>

<p>In the cloud, presentation is definitely king. Our customers expect easy-to-use applications that drive down agent handling times, enhance the user experience and integrate seamlessly with their other systems and tools.</p>

<p>And that’s where you come in! You’ll help us bring the ‘wow factor’ to our customer deployments - enhancing the native UI of the Vlocity product to deliver user friendly, innovative and beautiful web and mobile apps that are tailored and branded for the specific customer.</p>

<p>Leveraging the powerful capabilities of the Vlocity toolkit, as well as the increasing palette of web development tools, you’ll be responsible for designing and implementing front-end functional deliverables that are highly usable, scalable, extensible, and maintainable.</p>

<p>You will be working closely with the customer to optimize and customize their UI flows, web design and front end development.</p>

<p>And you’ll be working with our Product and Engineering teams to help them drive innovation into future releases of Vlocity products.</p>

<p>Qualifications</p>

<ul>
<li><p>You’ll have 3+ years’ experience of working on deployment teams, ideally using Agile development techniques.</p></li>
<li><p>You’ll have a proven track record of customer-centric development, with an emphasis on delivery</p></li>
<li><p>You’ll be passionate about developing apps that are both eye-catching and intuitive</p></li>
<li><p>Ideally, you will have extensive experience of building applications in at least one of our industries - telecommunications, media, insurance, healthcare or public sector.</p></li>
<li><p>You’ll be a self-starter, adept at picking up new skills and technologies, and eager to break new ground.</p></li>
<li><p>You’ll have excellent communication skills, equally comfortable with crafting emails as leading a white-board discussion with customers, or delivering a functional demo</p></li>
<li><p>You’ll have the vision to help us take our company to the next level.</p></li>
</ul><p>Technical Skills</p>

<ul>
<li><p>AngularJS</p></li>
<li><p>HTML5, CSS3, JavaScript and more</p></li>
<li><p>Salesforce (Visualforce, Apex, Lightning)</p></li>
<li><p>Desired Certifications / Qualifications</p></li>
<li><p>Bachelors or Masters degree in Computer Science, Software Engineering or a related field</p></li>
<li><p>Salesforce Platform Developer / Platform App Builder</p></li>
</ul>",http://github-jobs.s3.amazonaws.com/d5227984-2226-11e8-8f9c-918baba618c4.jpg,http://jobs.github.com/positions/ec87c89a-2226-11e8-9bf3-5cd6ba847102,Github Jobs,"Computer Science, Web Development, Mobile Apps, IT Certification, Development Tools, Communications, Web Design, Software Engineering, User Experience, Productivity, Design Tools, Branding, Media, Production, Sales, Industry, Intuit, Salesforce"
197,Java Developer,Java Developer,"<p><b>Werken aan innovatieve oplossingen die onmisbaar zijn voor iedereen en dus ook voor jou als reiziger? Als Java Developer bij InTraffic kan jij een waardevolle bijdrage leveren!</b></p>

<ul>
<li>
<b>Hoe?</b> Het ontwerpen en ontwikkelen met Java in één van onze complexe projecten.<br>
</li>
<li>
<b>Waarom?</b> Om een beter en veiliger OV in Nederland te creëren.<br>
</li>
<li>
<b>Waar?</b> Bij InTraffic in Nieuwegein, dé IT-specialist op het gebied van verkeer en vervoer.<br>
</li>
<li>
<b>Met wie?</b> Met een scrumteam van tussen de 3 en 9 professionals.</li>
</ul><p><b>Meester in mobiliteit</b><br>
Wij zijn dé IT-specialist op het gebied van verkeer en vervoer. Meester in mobiliteit. En daar zijn we trots op.</p>

<p>Onze verkeersleidingsystemen zorgen ervoor dat duizenden reizigers elke minuut van de dag doorstromen naar hun bestemming. Dit doen we door bijvoorbeeld duizenden seinen op het spoor aan te sturen en te zorgen dat dit veilig en vlekkeloos gebeurt. We voorspellen met inframonitoringssoftware wanneer preventief onderhoud nodig is en houden reizigers op de hoogte met real-time informatie. </p>

<p><b>Jouw rol als Java Developer</b><br>
Binnen onze complexe IT-omgeving van verkeer en vervoer spelen vele interessante projecten. Hierbij kun je denken aan migraties van legacy systemen naar een nieuwe omgeving of het koppelen en ontsluiten van real time reisinformatie. Allemaal technisch uitdagende projecten waarbij jouw code een bijdrage levert aan een veilig OV in Nederland. Een voorbeeld van een mooi Java-project is VIEW.</p>

<p><b>Jouw taken</b><br>
Als lid van een scrumteam, welke varieert van 3 tot 9 professionals, werk je samen aan één van onze complexe projecten. In dit team ben je verantwoordelijk voor:</p>

<ul>
<li>Het ontwerpen en (door)ontwikkelen met Java binnen één van onze projecten;</li>
<li>In korte sprints het gewenste systeem voor de klant ontwikkelen en opleveren. Dit doe je je samen met andere ontwikkelaars, de tester en de architect.</li>
</ul><p><b>Wat breng je mee?</b><br>
We verwachten meer van je dan alleen het goed kunnen ontwerpen en ontwikkelen met Java. Een natuurlijke drang om het beste uit jezelf en je SCRUM-team te halen. Een kritische en nieuwsgierige kijk op zaken vinden we belangrijk en je ziet uitdagingen in situaties waarin wordt afgeweken van de gebaande paden. Daarnaast herken je je in de volgende criteria:</p>

<ul>
<li>Relevante afgeronde hbo- of wo-opleiding;</li>
<li>Je hebt ruime ervaring in het programmeren met Java en/of JEE binnen een technische omgeving;</li>
<li>De ontwikkelaar in jou heeft een sterk gevoel voor kwaliteit en je ontwerpt graag degelijke en betrouwbare software;</li>
<li>Je hebt uitgebreide kennis van opensource tools en technieken en ervaring met 1 of meerdere databasesystemen;</li>
<li>Als persoon ben je nieuwsgierig, heb je affiniteit met onze branche en ben je communicatief vaardig.</li>
</ul><p><b>Note: full proficiency in Dutch is mandatory</b></p>

<p><b>Wij stimuleren jouw persoonlijke en professionele ontwikkeling</b><br>
Wij stimuleren onze mensen om zichzelf door te ontwikkelen, en zijn er voldoende mogelijkheden om intern door te groeien. Ter ondersteuning bij je ontwikkeling bieden we je een boeken- en opleidingsbudget aan en je hebt de beschikking over een coach. Je kunt deelnemen aan één van onze vakgroepen en je kunt je kennis verbreden door het bezoeken van vakgerelateerde evenementen.</p>

<p><b>Wij vragen veel en daar staat ook veel tegenover. Intraffic biedt:</b><br>
Binnen een groeiend bedrijf met inspirerende opdrachten en een hele prettige werksfeer bieden we je de volgende arbeidsvoorwaarden:</p>

<ul>
<li>Een jaarcontract, maar altijd met de intentie tot een vast dienstverband;</li>
<li>Marktconform salaris met een vaste 13e maand;</li>
<li>30 vakantiedagen;</li>
<li>Een persoonlijk ontwikkel- en boekenbudget;</li>
<li>Mogelijkheid tot flexwerken;</li>
<li>Flexibel mobiliteitsbudget op maat.</li>
</ul><p>De meeste projecten voeren wij uit binnen onze eigen kantoren in Nieuwegein. We voeren ook projecten uit waarbij het team op klantlocatie werkt. Tenslotte zetten we professionals in op strategische plekken bij onze opdrachtgevers.</p>

<p><b>Werken @ Intraffic : Passie en plezier</b><br>
Met 170 medewerkers werken wij dagelijks met plezier aan innovatieve technologische oplossingen voor onze opdrachtgevers. Wij gaan gretig complexe uitdagingen aan, het liefst projecten die anderen als toekomstmuziek bestempelen. We adviseren hoe klanten vervoersprocessen kunnen innoveren, creëren toekomstbestendige software en integreren onze systemen naadloos in hun bestaande informatieketens. We testen, testen en testen opnieuw, en onderhouden onze systemen zelf zodat alles perfect werkt en blijft werken. </p>

<p>Onze medewerkers kiezen voor onze organisatie vanwege de complexiteit en diepgaande techniek waar wij aan werken, relevante maatschappelijke thema’s en de lange doorlooptijd van onze projecten.</p>

<p>Het is belangrijk om elke dag met plezier naar je werk te gaan. We bieden een leuke en ergonomisch verantwoorde werkomgeving en uiteraard maak je gebruik van de juiste hulpmiddelen die nodig zijn om je functie goed uit te kunnen voeren. We hebben diverse flexmogelijkheden en een loungehoek om te genieten van een verse kop koffie of het nuttigen van je lunch. Er is voldoende plek om met je collega’s te sparren over het vakgebied of je ervaringen te delen over een nieuwe game die je hebt ontdekt bijvoorbeeld. Voor de sportievelingen is er de mogelijkheid om deel te nemen aan onze wekelijkse hardloopclinic of je aan te sluiten bij onze wielrennersclub. Ook organiseren wij geregeld een borrel, bbq en pakken wij jaarlijks uit tijdens ons personeelsfeest.</p>

<p><b>Wat andere IT-specialisten vertellen over het werken bij InTraffic</b><br><i>“Het werk is leuk, de sfeer is goed en het domein van verkeer en vervoer spreekt mij erg aan. Werken bij InTraffic geeft mij een kijkje achter de schermen van OV-vervoerders” Jeroen Admiraal, Technisch Specialist</i></p>

<p><b>Ben jij onze nieuwe Java Developer?</b><br>
We hebben nog veel meer te vertellen. Wil je erachter komen of deze rol en onze organisatie bij jou past? Solliciteer dan door op de <a href=""https://www.intraffic.nl/carriere/vacatures/java-developer-2/?utm_source=Github&amp;utm_medium=jobboards&amp;utm_campaign=vonq_intrafficl"">deze link</a> te 
klikken.</p>

<p>Heb je vragen, bel dan gerust met Melanie Vink, corporate recruiter, op 088 345 5000</p>

<p><b><i>Acquisitie naar aanleiding van deze vacature wordt niet op prijs gesteld.</i></b></p>

<p><i>Trefwoorden: Vacature, Fulltime, Utrecht, Nieuwegein, Software Developer, Software Ontwikkelaar, Java Specialist, IT Specialist.</i></p>",http://github-jobs.s3.amazonaws.com/deb2c0fc-26cd-11e8-9994-9918018e5841.png,http://jobs.github.com/positions/edf6c02c-26cd-11e8-9ec5-0c297e948e1b,Github Jobs,"Development Tools, Game Development, Gaming"
198,Senior iOS Developer,TapTab (Startup),"<p>TapTab is a cutting-edge, POS-integrated mobile application that lets diners conveniently order and pay for meals, and tip and split tabs, using their mobile phones while in restaurants. And it does much more... </p>

<p>We’re inventing the future of the restaurant ordering and payment experience, and we’re looking for great people to help us create that future.  Right now, we’re seeking a Senior iOS Developer to lead development of our mobile application.  We seek a developer whose code is reliable, comprehensible and scalable, who is product-oriented and detail-obsessed, who is eager and able to find answers to hard questions and learn new technologies, who can contribute his or her valued insights to our products, and who shares our passion, ambition and motivation.</p>

<p>This is an extraordinary opportunity to join a very exciting, emerging startup, make valuable contributions to its products and culture, and to grow quickly within the company. </p>

<p>RESPONSIBILITIES</p>

<p>Your responsibilities will be to:</p>

<ul>
<li>Develop TapTab’s mobile application, including the app’s core features</li>
<li>Communicate with Design and User Experience teams to contribute to and develop application features</li>
<li>Create TapTab API, for particular use with Point of Sale systems</li>
<li>Lead development of TapTab’s restaurant software</li>
<li>Select, test and contribute to the adoption of software architecture, programming languages and new technologies</li>
<li>Test and document code, and constantly ensure code quality, reliability and optimal performance</li>
<li>Identify and fix bugs, as necessary</li>
</ul><p>QUALIFICATIONS</p>

<ul>
<li>Degree in Computer Science or a similar field</li>
<li>At least 4 years of experience developing in Objective-C, Swift, Cocoa/Cocoa Touch, as well as other iOS technologies and development frameworks</li>
<li>Experience in REST and networking APIs</li>
<li>Experience developing scalable, adaptive, high-performance apps</li>
<li>Demonstrated ability to write and test high-quality, readable, reliable and well-architected code</li>
<li>Ability to define, understand, spec, develop, test and iterate new product features</li>
<li>Understanding of asynchronous/multi-threading patterns, as well as object oriented patterns/concepts </li>
<li>Experience with markup languages</li>
<li>Experience working with internal and third party APIs</li>
<li>Ability to optimize iOS performance and speed </li>
<li>Ability to work in a Git flow environment</li>
</ul><p>BONUS SKILLS &amp; QUALITIES</p>

<ul>
<li>Experience with Android</li>
<li>Experience with and/or knowledge of Point of Sale systems</li>
<li>Experience with restaurant technology</li>
<li>Previously released an app or apps in the App Store</li>
<li>Deep interest in mobile development and knowledge of latest platform developments</li>
<li>Knowledge of other programming languages, such as JavaScript &amp; Node.js</li>
<li>Startup experience</li>
</ul><p>COMPENSATION</p>

<ul>
<li>Competitive salary</li>
<li>Equity in an emerging startup company</li>
<li>Excellent medical &amp; dental benefits</li>
<li>Chance to take part in an awesome journey with a fun, friendly, smart and highly-motivated team</li>
<li>Opportunity to learn from and teach others</li>
<li>Ability to participate in cool events across NYC</li>
<li>Awareness that you’re making a major contribution to a product that will make life a little bit better and the world a little bit more beautiful for a whole lot of people</li>
</ul>",http://github-jobs.s3.amazonaws.com/99325a2e-1b1a-11e8-9c14-844ed9519891.png,http://jobs.github.com/positions/ee580f20-1b1b-11e8-830c-5aeaa1587dfd,Github Jobs,"Computer Programming, Computer Science, Programming Languages, Mobile Apps, Network & Security, Software Testing, Communications, User Experience, Motivation, Productivity, Production, Sales, Test Taking Skills, Architectural Design, Other Programming"
